Insert Index;Insert Time (ms);Insert Operation Count;Search Index;Contains Time (ms);Contains Operation Count;Delete Time (ms);Delete Operations Count
5563;600;67;;;;;
5564;800;113;;;;;
5565;400;69;;;;;
5566;700;62;;;;;
5567;500;56;;;;;
5568;1200;110;;;;;
5569;500;76;;;;;
5570;1000;94;;;;;
5571;500;58;;;;;
5572;700;74;;;;;
5573;1100;62;;;;;
5574;1300;116;;;;;
5575;1000;122;;;;;
5576;18800;83;;;;;
5577;1000;71;;;;;
5578;1000;55;;;;;
5579;700;67;;;;;
5580;600;56;;;;;
5581;1100;120;;;;;
5582;2100;65;;;;;
5583;600;78;;;;;
5584;1100;61;;;;;
5585;700;78;;;;;
5586;1100;80;;;;;
5587;1300;151;;;;;
5588;1500;115;;;;;
5589;800;85;;;;;
5590;500;77;;;;;
5591;2000;56;;;;;
5592;900;67;;;;;
5593;700;68;;;;;
5594;800;61;;;;;
5595;700;62;;;;;
5596;800;58;;;;;
5597;1000;76;;;;;
5598;800;85;;;;;
5599;1000;55;;;;;
5600;900;74;;;;;
5601;900;98;;;;;
5602;600;58;;;;;
5603;700;57;;;;;
5604;1100;76;;;;;
5605;900;62;;;;;
5606;1000;77;;;;;
5607;1100;73;;;;;
5608;800;64;;;;;
5609;700;61;;;;;
5610;600;63;;;;;
5611;700;71;;;;;
5612;600;61;;;;;
5613;800;56;;;;;
5614;1000;95;;;;;
5615;800;63;;;;;
5616;800;60;;;;;
5617;700;56;;;;;
5618;1000;94;;;;;
5619;900;83;;;;;
5620;800;52;;;;;
5621;600;52;;;;;
5622;800;75;;;;;
5623;800;58;;;;;
5624;700;54;;;;;
5625;800;70;;;;;
5626;1100;97;;;;;
5627;1200;69;;;;;
5628;1000;77;;;;;
5629;1100;89;;;;;
5630;1000;84;;;;;
5631;1400;107;;;;;
5632;700;75;;;;;
5633;800;86;;;;;
5634;1200;107;;;;;
5635;1200;116;;;;;
5636;900;84;;;;;
5637;1200;90;;;;;
5638;800;66;;;;;
5639;900;85;;;;;
5640;400;128;;;;;
5641;900;98;;;;;
5642;600;67;;;;;
5643;700;87;;;;;
5644;700;69;;;;;
5645;600;68;;;;;
5646;500;46;;;;;
5647;700;81;;;;;
5648;600;76;;;;;
5649;800;102;;;;;
5650;1200;87;;;;;
5651;1100;70;;;;;
5652;1000;78;;;;;
5653;1000;66;;;;;
5654;700;64;;;;;
5655;900;88;;;;;
5656;1000;105;;;;;
5657;800;87;;;;;
5658;800;92;;;;;
5659;1100;92;;;;;
5660;900;69;;;;;
5661;900;65;;;;;
5662;1100;61;;;;;
5663;1300;80;;;;;
5664;900;87;;;;;
5665;800;96;;;;;
5666;800;54;;;;;
5667;800;55;;;;;
5668;1000;81;;;;;
5669;1200;79;;;;;
5670;1000;62;;;;;
5671;900;93;;;;;
5672;800;65;;;;;
5673;900;67;;;;;
5674;1300;96;;;;;
5675;1100;82;;;;;
5676;900;86;;;;;
5677;1000;123;;;;;
5678;900;81;;;;;
5679;800;71;;;;;
5680;900;77;;;;;
5681;2100;55;;;;;
5682;700;60;;;;;
5683;900;69;;;;;
5684;1000;63;;;;;
5685;1600;110;;;;;
5686;800;79;;;;;
5687;700;67;;;;;
5688;1200;76;;;;;
5689;900;70;;;;;
5690;700;65;;;;;
5691;900;58;;;;;
5692;1100;110;;;;;
5693;600;82;;;;;
5694;900;72;;;;;
5695;1300;80;;;;;
5696;1200;58;;;;;
5697;900;102;;;;;
5698;1000;61;;;;;
5699;800;73;;;;;
5700;1000;90;;;;;
5701;1200;67;;;;;
5702;1200;97;;;;;
5703;1100;79;;;;;
5704;1300;85;;;;;
5705;1000;110;;;;;
5706;1200;79;;;;;
5707;800;66;;;;;
5708;900;58;;;;;
5709;900;71;;;;;
5710;700;65;;;;;
5711;1200;111;;;;;
5712;1500;131;;;;;
5713;600;54;;;;;
5714;800;131;;;;;
5715;1200;75;;;;;
5716;700;63;;;;;
5717;1000;63;;;;;
5718;800;50;;;;;
5719;1200;82;;;;;
5720;700;56;;;;;
5721;1200;104;;;;;
5722;1200;90;;;;;
5723;600;63;;;;;
5724;1100;79;;;;;
5725;900;84;;;;;
5726;900;74;;;;;
5727;1600;98;;;;;
5728;900;58;;;;;
5729;1100;73;;;;;
5730;1000;74;;;;;
5731;800;59;;;;;
5732;1200;92;;;;;
5733;1500;72;;;;;
5734;1200;68;;;;;
5735;1300;95;;;;;
5736;1200;96;;;;;
5737;800;65;;;;;
5738;800;62;;;;;
5739;800;56;;;;;
5740;800;67;;;;;
5741;800;53;;;;;
5742;800;62;;;;;
5743;1300;79;;;;;
5744;900;72;;;;;
5745;1000;64;;;;;
5746;700;56;;;;;
5747;800;48;;;;;
5748;900;59;;;;;
5749;1300;72;;;;;
5750;700;56;;;;;
5751;800;54;;;;;
5752;900;57;;;;;
5753;700;76;;;;;
5754;800;73;;;;;
5755;1300;92;;;;;
5756;1300;135;;;;;
5757;500;73;;;;;
5758;700;56;;;;;
5759;700;62;;;;;
5760;800;83;;;;;
5761;900;62;;;;;
5762;1300;92;;;;;
5763;800;50;;;;;
5764;900;62;;;;;
5765;900;60;;;;;
5766;1300;80;;;;;
5767;800;57;;;;;
5768;1100;105;;;;;
5769;1200;111;;;;;
5770;1200;99;;;;;
5771;1000;72;;;;;
5772;900;75;;;;;
5773;1100;98;;;;;
5774;1000;77;;;;;
5775;1300;130;;;;;
5776;800;58;;;;;
5777;900;91;;;;;
5778;1100;61;;;;;
5779;1200;91;;;;;
5780;2200;84;;;;;
5781;1100;110;;;;;
5782;900;66;;;;;
5783;900;73;;;;;
5784;900;70;;;;;
5785;800;56;;;;;
5786;600;67;;;;;
5787;900;82;;;;;
5788;500;48;;;;;
5789;1300;89;;;;;
5790;500;54;;;;;
5791;1000;63;;;;;
5792;1300;107;;;;;
5793;1000;90;;;;;
5794;900;82;;;;;
5795;1100;63;;;;;
5796;900;68;;;;;
5797;800;58;;;;;
5798;1000;83;;;;;
5799;800;80;;;;;
5800;900;83;;;;;
5801;1100;82;;;;;
5802;1100;124;;;;;
5803;900;77;;;;;
5804;700;60;;;;;
5805;1100;60;;;;;
5806;1600;86;;;;;
5807;1000;67;;;;;
5808;900;71;;;;;
5809;700;65;;;;;
5810;700;65;;;;;
5811;900;92;;;;;
5812;1000;62;;;;;
5813;1300;63;;;;;
5814;1000;62;;;;;
5815;1200;85;;;;;
5816;1200;76;;;;;
5817;1200;73;;;;;
5818;1100;69;;;;;
5819;1100;70;;;;;
5820;1200;67;;;;;
5821;1000;73;;;;;
5822;1400;91;;;;;
5823;800;67;;;;;
5824;800;63;;;;;
5825;900;58;;;;;
5826;1200;65;;;;;
5827;900;64;;;;;
5828;1000;62;;;;;
5829;1100;69;;;;;
5830;1300;97;;;;;
5831;1100;72;;;;;
5832;900;83;;;;;
5833;1000;63;;;;;
5834;1300;62;;;;;
5835;1000;111;;;;;
5836;2500;91;;;;;
5837;900;66;;;;;
5838;2200;98;;;;;
5839;1100;61;;;;;
5840;900;76;;;;;
5841;1000;52;;;;;
5842;900;61;;;;;
5843;900;75;;;;;
5844;700;75;;;;;
5845;1000;88;;;;;
5846;1400;65;;;;;
5847;800;65;;;;;
5848;900;68;;;;;
5849;2200;102;;;;;
5850;1000;66;;;;;
5851;800;81;;;;;
5852;1300;164;;;;;
5853;600;56;;;;;
5854;900;89;;;;;
5855;900;56;;;;;
5856;800;48;;;;;
5857;1200;69;;;;;
5858;1000;79;;;;;
5859;900;73;;;;;
5860;1000;81;;;;;
5861;1700;112;;;;;
5862;1000;58;;;;;
5863;900;79;;;;;
5864;700;63;;;;;
5865;1000;62;;;;;
5866;1100;91;;;;;
5867;1100;93;;;;;
5868;900;62;;;;;
5869;700;65;;;;;
5870;1200;80;;;;;
5871;1300;75;;;;;
5872;900;84;;;;;
5873;1000;67;;;;;
5874;1100;75;;;;;
5875;700;80;;;;;
5876;1000;61;;;;;
5877;700;63;;;;;
5878;900;84;;;;;
5879;800;61;;;;;
5880;800;63;;;;;
5881;1500;106;;;;;
5882;800;69;;;;;
5883;700;71;;;;;
5884;1100;68;;;;;
5885;1100;76;;;;;
5886;2100;56;;;;;
5887;800;75;;;;;
5888;700;63;;;;;
5889;1100;83;;;;;
5890;700;63;;;;;
5891;1100;88;;;;;
5892;900;62;;;;;
5893;900;56;;;;;
5894;2200;101;;;;;
5895;1100;71;;;;;
5896;800;67;;;;;
5897;800;68;;;;;
5898;1100;99;;;;;
5899;1000;78;;;;;
5900;600;70;;;;;
5901;900;63;;;;;
5902;1100;95;;;;;
5903;1300;105;;;;;
5904;1000;78;;;;;
5905;1400;66;;;;;
5906;800;72;;;;;
5907;700;63;;;;;
5908;800;94;;;;;
5909;700;56;;;;;
5910;800;65;;;;;
5911;800;64;;;;;
5912;1100;146;;;;;
5913;700;71;;;;;
5914;700;72;;;;;
5915;1900;113;;;;;
5916;500;76;;;;;
5917;900;48;;;;;
5918;700;60;;;;;
5919;800;63;;;;;
5920;1700;104;;;;;
5921;900;61;;;;;
5922;800;71;;;;;
5923;1200;66;;;;;
5924;1000;83;;;;;
5925;900;69;;;;;
5926;1100;74;;;;;
5927;1400;98;;;;;
5928;900;73;;;;;
5929;800;79;;;;;
5930;1000;86;;;;;
5931;900;83;;;;;
5932;700;61;;;;;
5933;800;69;;;;;
5934;600;50;;;;;
5935;2200;81;;;;;
5936;700;66;;;;;
5937;900;75;;;;;
5938;600;46;;;;;
5939;800;65;;;;;
5940;1000;101;;;;;
5941;900;62;;;;;
5942;700;65;;;;;
5943;1300;92;;;;;
5944;900;61;;;;;
5945;900;79;;;;;
5946;1000;65;;;;;
5947;800;63;;;;;
5948;800;75;;;;;
5949;1100;79;;;;;
5950;700;54;;;;;
5951;1100;77;;;;;
5952;1000;67;;;;;
5953;1400;103;;;;;
5954;1100;79;;;;;
5955;1000;79;;;;;
5956;1200;126;;;;;
5957;900;61;;;;;
5958;1200;85;;;;;
5959;1000;80;;;;;
5960;800;98;;;;;
5961;1200;87;;;;;
5962;300;66;;;;;
5963;900;82;;;;;
5964;700;77;;;;;
5965;900;69;;;;;
5966;800;90;;;;;
5967;1000;90;;;;;
5968;700;69;;;;;
5969;800;48;;;;;
5970;1400;149;;;;;
5971;700;65;;;;;
5972;700;50;;;;;
5973;700;52;;;;;
5974;700;88;;;;;
5975;1000;62;;;;;
5976;900;84;;;;;
5977;800;69;;;;;
5978;1200;121;;;;;
5979;1200;82;;;;;
5980;1000;62;;;;;
5981;1300;97;;;;;
5982;1100;115;;;;;
5983;1100;89;;;;;
5984;1100;79;;;;;
5985;1000;84;;;;;
5986;1000;69;;;;;
5987;800;69;;;;;
5988;700;54;;;;;
5989;1200;95;;;;;
5990;1100;72;;;;;
5991;800;65;;;;;
5992;1000;71;;;;;
5993;1000;67;;;;;
5994;700;52;;;;;
5995;700;67;;;;;
5996;800;63;;;;;
5997;900;60;;;;;
5998;900;63;;;;;
5999;1300;170;;;;;
6000;1100;74;;;;;
6001;800;65;;;;;
6002;1000;76;;;;;
6003;1000;63;;;;;
6004;800;64;;;;;
6005;900;64;;;;;
6006;900;63;;;;;
6007;900;78;;;;;
6008;700;63;;;;;
6009;900;70;;;;;
6010;900;65;;;;;
6011;1000;64;;;;;
6012;900;73;;;;;
6013;800;63;;;;;
6014;800;56;;;;;
6015;900;62;;;;;
6016;1500;115;;;;;
6017;1000;107;;;;;
6018;1600;77;;;;;
6019;900;90;;;;;
6020;1600;105;;;;;
6021;1000;67;;;;;
6022;900;96;;;;;
6023;1000;79;;;;;
6024;900;78;;;;;
6025;700;74;;;;;
6026;1000;71;;;;;
6027;700;58;;;;;
6028;1000;82;;;;;
6029;600;64;;;;;
6030;600;59;;;;;
6031;800;63;;;;;
6032;800;65;;;;;
6033;1400;85;;;;;
6034;900;60;;;;;
6035;700;63;;;;;
6036;900;60;;;;;
6037;1000;74;;;;;
6038;1700;100;;;;;
6039;1100;90;;;;;
6040;800;72;;;;;
6041;700;65;;;;;
6042;900;95;;;;;
6043;500;56;;;;;
6044;700;57;;;;;
6045;700;50;;;;;
6046;900;71;;;;;
6047;800;84;;;;;
6048;700;63;;;;;
6049;1200;92;;;;;
6050;900;72;;;;;
6051;1000;83;;;;;
6052;1300;133;;;;;
6053;800;77;;;;;
6054;1100;78;;;;;
6055;700;71;;;;;
6056;1100;90;;;;;
6057;500;65;;;;;
6058;900;73;;;;;
6059;1200;61;;;;;
6060;800;54;;;;;
6061;800;69;;;;;
6062;900;67;;;;;
6063;800;82;;;;;
6064;1400;108;;;;;
6065;800;98;;;;;
6066;800;58;;;;;
6067;700;54;;;;;
6068;1100;77;;;;;
6069;800;78;;;;;
6070;1000;78;;;;;
6071;800;56;;;;;
6072;800;62;;;;;
6073;800;56;;;;;
6074;700;52;;;;;
6075;900;79;;;;;
6076;900;83;;;;;
6077;1000;62;;;;;
6078;1000;75;;;;;
6079;1000;94;;;;;
6080;500;48;;;;;
6081;900;68;;;;;
6082;700;50;;;;;
6083;1200;74;;;;;
6084;900;81;;;;;
6085;700;65;;;;;
6086;1100;71;;;;;
6087;700;72;;;;;
6088;800;66;;;;;
6089;700;80;;;;;
6090;700;71;;;;;
6091;800;74;;;;;
6092;800;67;;;;;
6093;1400;65;;;;;
6094;600;58;;;;;
6095;1000;89;;;;;
6096;700;80;;;;;
6097;700;65;;;;;
6098;1000;70;;;;;
6099;1000;73;;;;;
6100;1100;73;;;;;
6101;800;63;;;;;
6102;1000;72;;;;;
6103;900;79;;;;;
6104;1200;72;;;;;
6105;900;74;;;;;
6106;1100;83;;;;;
6107;1200;86;;;;;
6108;1300;117;;;;;
6109;1000;63;;;;;
6110;1200;103;;;;;
6111;1000;85;;;;;
6112;800;65;;;;;
6113;900;63;;;;;
6114;1000;61;;;;;
6115;1400;84;;;;;
6116;900;67;;;;;
6117;1300;78;;;;;
6118;800;100;;;;;
6119;1000;66;;;;;
6120;2600;98;;;;;
6121;1400;71;;;;;
6122;1600;56;;;;;
6123;2000;150;;;;;
6124;900;64;;;;;
6125;1100;71;;;;;
6126;1500;70;;;;;
6127;1300;113;;;;;
6128;1000;54;;;;;
6129;1100;85;;;;;
6130;900;74;;;;;
6131;1000;57;;;;;
6132;1100;69;;;;;
6133;900;52;;;;;
6134;800;64;;;;;
6135;1100;120;;;;;
6136;1200;50;;;;;
6137;1100;84;;;;;
6138;800;76;;;;;
6139;900;57;;;;;
6140;900;85;;;;;
6141;1200;76;;;;;
6142;1500;218;;;;;
6143;1400;67;;;;;
6144;1200;91;;;;;
6145;1300;83;;;;;
6146;1200;94;;;;;
6147;1100;87;;;;;
6148;800;72;;;;;
6149;900;82;;;;;
6150;1000;78;;;;;
6151;900;52;;;;;
6152;1300;66;;;;;
6153;900;66;;;;;
6154;900;62;;;;;
6155;900;61;;;;;
6156;800;57;;;;;
6157;700;66;;;;;
6158;700;85;;;;;
6159;800;60;;;;;
6160;1000;80;;;;;
6161;800;59;;;;;
6162;800;67;;;;;
6163;700;71;;;;;
6164;700;52;;;;;
6165;600;69;;;;;
6166;500;63;;;;;
6167;600;58;;;;;
6168;800;77;;;;;
6169;300;52;;;;;
6170;800;48;;;;;
6171;600;54;;;;;
6172;700;112;;;;;
6173;700;63;;;;;
6174;700;93;;;;;
6175;600;64;;;;;
6176;800;54;;;;;
6177;700;76;;;;;
6178;1300;100;;;;;
6179;600;62;;;;;
6180;1200;62;;;;;
6181;800;76;;;;;
6182;1000;89;;;;;
6183;1100;96;;;;;
6184;800;60;;;;;
6185;600;62;;;;;
6186;600;75;;;;;
6187;800;65;;;;;
6188;400;76;;;;;
6189;1700;76;;;;;
6190;800;68;;;;;
6191;1000;75;;;;;
6192;700;59;;;;;
6193;600;65;;;;;
6194;800;84;;;;;
6195;900;73;;;;;
6196;700;63;;;;;
6197;700;50;;;;;
6198;900;114;;;;;
6199;500;71;;;;;
6200;500;61;;;;;
6201;500;54;;;;;
6202;600;71;;;;;
6203;600;61;;;;;
6204;900;90;;;;;
6205;700;66;;;;;
6206;800;89;;;;;
6207;700;48;;;;;
6208;700;84;;;;;
6209;700;60;;;;;
6210;1100;73;;;;;
6211;600;71;;;;;
6212;500;61;;;;;
6213;900;85;;;;;
6214;600;61;;;;;
6215;900;93;;;;;
6216;800;91;;;;;
6217;1000;119;;;;;
6218;800;84;;;;;
6219;500;58;;;;;
6220;600;56;;;;;
6221;1000;89;;;;;
6222;800;62;;;;;
6223;900;79;;;;;
6224;800;67;;;;;
6225;600;71;;;;;
6226;700;52;;;;;
6227;600;52;;;;;
6228;600;58;;;;;
6229;500;64;;;;;
6230;600;75;;;;;
6231;1000;61;;;;;
6232;1300;133;;;;;
6233;500;78;;;;;
6234;600;96;;;;;
6235;900;71;;;;;
6236;600;71;;;;;
6237;700;67;;;;;
6238;500;46;;;;;
6239;800;81;;;;;
6240;700;61;;;;;
6241;600;55;;;;;
6242;600;65;;;;;
6243;700;73;;;;;
6244;600;64;;;;;
6245;700;64;;;;;
6246;1000;87;;;;;
6247;600;93;;;;;
6248;700;86;;;;;
6249;800;83;;;;;
6250;700;71;;;;;
6251;400;67;;;;;
6252;500;73;;;;;
6253;500;71;;;;;
6254;600;62;;;;;
6255;800;59;;;;;
6256;700;58;;;;;
6257;900;91;;;;;
6258;900;75;;;;;
6259;800;58;;;;;
6260;800;58;;;;;
6261;1100;65;;;;;
6262;900;75;;;;;
6263;800;67;;;;;
6264;800;70;;;;;
6265;900;84;;;;;
6266;800;80;;;;;
6267;600;78;;;;;
6268;500;70;;;;;
6269;700;66;;;;;
6270;700;77;;;;;
6271;600;89;;;;;
6272;600;54;;;;;
6273;800;90;;;;;
6274;800;60;;;;;
6275;700;69;;;;;
6276;700;67;;;;;
6277;800;87;;;;;
6278;600;52;;;;;
6279;700;77;;;;;
6280;700;52;;;;;
6281;900;88;;;;;
6282;1000;92;;;;;
6283;700;66;;;;;
6284;600;48;;;;;
6285;600;60;;;;;
6286;600;64;;;;;
6287;600;69;;;;;
6288;600;63;;;;;
6289;800;77;;;;;
6290;600;71;;;;;
6291;700;77;;;;;
6292;800;67;;;;;
6293;700;71;;;;;
6294;900;105;;;;;
6295;600;52;;;;;
6296;800;59;;;;;
6297;600;60;;;;;
6298;700;59;;;;;
6299;1100;78;;;;;
6300;600;64;;;;;
6301;400;54;;;;;
6302;600;63;;;;;
6303;600;54;;;;;
6304;500;53;;;;;
6305;600;73;;;;;
6306;600;99;;;;;
6307;800;68;;;;;
6308;500;52;;;;;
6309;700;87;;;;;
6310;900;174;;;;;
6311;800;80;;;;;
6312;700;85;;;;;
6313;500;67;;;;;
6314;1100;97;;;;;
6315;800;54;;;;;
6316;400;69;;;;;
6317;700;70;;;;;
6318;700;71;;;;;
6319;1000;61;;;;;
6320;700;71;;;;;
6321;800;106;;;;;
6322;1300;113;;;;;
6323;700;71;;;;;
6324;700;64;;;;;
6325;1100;120;;;;;
6326;800;60;;;;;
6327;700;55;;;;;
6328;800;65;;;;;
6329;500;52;;;;;
6330;1000;69;;;;;
6331;600;63;;;;;
6332;600;54;;;;;
6333;600;69;;;;;
6334;700;58;;;;;
6335;600;66;;;;;
6336;700;65;;;;;
6337;700;103;;;;;
6338;500;61;;;;;
6339;700;71;;;;;
6340;500;64;;;;;
6341;900;102;;;;;
6342;700;85;;;;;
6343;700;66;;;;;
6344;1000;61;;;;;
6345;700;53;;;;;
6346;700;90;;;;;
6347;900;95;;;;;
6348;800;61;;;;;
6349;600;54;;;;;
6350;500;55;;;;;
6351;600;77;;;;;
6352;1800;54;;;;;
6353;700;75;;;;;
6354;900;163;;;;;
6355;600;91;;;;;
6356;700;62;;;;;
6357;400;57;;;;;
6358;800;108;;;;;
6359;600;80;;;;;
6360;800;101;;;;;
6361;700;68;;;;;
6362;700;110;;;;;
6363;500;92;;;;;
6364;600;59;;;;;
6365;600;59;;;;;
6366;700;99;;;;;
6367;500;134;;;;;
6368;400;61;;;;;
6369;700;68;;;;;
6370;900;67;;;;;
6371;800;66;;;;;
6372;700;66;;;;;
6373;700;62;;;;;
6374;600;59;;;;;
6375;600;54;;;;;
6376;600;56;;;;;
6377;400;59;;;;;
6378;700;58;;;;;
6379;600;56;;;;;
6380;700;68;;;;;
6381;700;52;;;;;
6382;600;68;;;;;
6383;700;59;;;;;
6384;800;86;;;;;
6385;800;60;;;;;
6386;700;74;;;;;
6387;700;58;;;;;
6388;600;69;;;;;
6389;600;46;;;;;
6390;600;58;;;;;
6391;700;68;;;;;
6392;1100;89;;;;;
6393;500;55;;;;;
6394;700;80;;;;;
6395;800;73;;;;;
6396;600;55;;;;;
6397;800;60;;;;;
6398;700;71;;;;;
6399;600;58;;;;;
6400;600;77;;;;;
6401;600;65;;;;;
6402;500;69;;;;;
6403;900;54;;;;;
6404;600;69;;;;;
6405;600;75;;;;;
6406;700;60;;;;;
6407;400;52;;;;;
6408;400;62;;;;;
6409;700;56;;;;;
6410;600;53;;;;;
6411;400;61;;;;;
6412;700;83;;;;;
6413;900;90;;;;;
6414;600;87;;;;;
6415;1100;77;;;;;
6416;500;60;;;;;
6417;600;60;;;;;
6418;700;63;;;;;
6419;500;70;;;;;
6420;500;59;;;;;
6421;800;76;;;;;
6422;600;60;;;;;
6423;700;56;;;;;
6424;300;67;;;;;
6425;400;96;;;;;
6426;700;64;;;;;
6427;1000;65;;;;;
6428;600;77;;;;;
6429;700;72;;;;;
6430;700;78;;;;;
6431;800;108;;;;;
6432;600;70;;;;;
6433;500;106;;;;;
6434;800;101;;;;;
6435;600;120;;;;;
6436;600;59;;;;;
6437;500;58;;;;;
6438;800;66;;;;;
6439;600;71;;;;;
6440;600;69;;;;;
6441;700;54;;;;;
6442;700;61;;;;;
6443;900;101;;;;;
6444;600;61;;;;;
6445;600;59;;;;;
6446;500;54;;;;;
6447;700;52;;;;;
6448;1000;131;;;;;
6449;900;65;;;;;
6450;600;52;;;;;
6451;3200;66;;;;;
6452;700;59;;;;;
6453;600;70;;;;;
6454;600;92;;;;;
6455;700;90;;;;;
6456;600;54;;;;;
6457;700;71;;;;;
6458;700;86;;;;;
6459;600;61;;;;;
6460;800;84;;;;;
6461;700;58;;;;;
6462;400;73;;;;;
6463;900;93;;;;;
6464;800;77;;;;;
6465;700;109;;;;;
6466;500;65;;;;;
6467;700;71;;;;;
6468;700;65;;;;;
6469;700;60;;;;;
6470;500;78;;;;;
6471;600;74;;;;;
6472;600;61;;;;;
6473;500;58;;;;;
6474;600;76;;;;;
6475;700;67;;;;;
6476;600;50;;;;;
6477;600;56;;;;;
6478;500;59;;;;;
6479;500;68;;;;;
6480;500;52;;;;;
6481;900;108;;;;;
6482;500;56;;;;;
6483;500;72;;;;;
6484;800;65;;;;;
6485;800;77;;;;;
6486;600;77;;;;;
6487;600;70;;;;;
6488;700;55;;;;;
6489;600;59;;;;;
6490;600;67;;;;;
6491;1300;93;;;;;
6492;600;78;;;;;
6493;700;69;;;;;
6494;700;72;;;;;
6495;800;117;;;;;
6496;400;65;;;;;
6497;700;65;;;;;
6498;800;105;;;;;
6499;900;114;;;;;
6500;500;59;;;;;
6501;700;75;;;;;
6502;400;65;;;;;
6503;700;78;;;;;
6504;400;64;;;;;
6505;700;77;;;;;
6506;700;58;;;;;
6507;500;59;;;;;
6508;900;89;;;;;
6509;700;70;;;;;
6510;600;82;;;;;
6511;600;58;;;;;
6512;900;79;;;;;
6513;800;83;;;;;
6514;700;60;;;;;
6515;700;95;;;;;
6516;600;61;;;;;
6517;700;58;;;;;
6518;800;82;;;;;
6519;700;71;;;;;
6520;600;64;;;;;
6521;600;46;;;;;
6522;500;96;;;;;
6523;600;63;;;;;
6524;700;78;;;;;
6525;600;66;;;;;
6526;900;65;;;;;
6527;800;82;;;;;
6528;600;55;;;;;
6529;1100;113;;;;;
6530;1700;133;;;;;
6531;700;59;;;;;
6532;700;73;;;;;
6533;800;66;;;;;
6534;500;59;;;;;
6535;800;66;;;;;
6536;500;61;;;;;
6537;600;71;;;;;
6538;700;69;;;;;
6539;800;61;;;;;
6540;800;83;;;;;
6541;700;63;;;;;
6542;800;59;;;;;
6543;900;106;;;;;
6544;900;52;;;;;
6545;1100;120;;;;;
6546;600;58;;;;;
6547;700;75;;;;;
6548;800;60;;;;;
6549;500;77;;;;;
6550;1500;61;;;;;
6551;600;52;;;;;
6552;700;61;;;;;
6553;600;54;;;;;
6554;400;68;;;;;
6555;500;79;;;;;
6556;800;88;;;;;
6557;700;58;;;;;
6558;800;78;;;;;
6559;700;126;;;;;
6560;600;76;;;;;
6561;400;52;;;;;
6562;700;80;;;;;
6563;500;61;;;;;
6564;600;54;;;;;
6565;600;82;;;;;
6566;700;72;;;;;
6567;500;54;;;;;
6568;600;83;;;;;
6569;600;58;;;;;
6570;800;78;;;;;
6571;400;52;;;;;
6572;700;94;;;;;
6573;600;69;;;;;
6574;600;101;;;;;
6575;700;58;;;;;
6576;600;55;;;;;
6577;500;59;;;;;
6578;900;69;;;;;
6579;700;75;;;;;
6580;700;80;;;;;
6581;600;74;;;;;
6582;900;79;;;;;
6583;900;94;;;;;
6584;500;68;;;;;
6585;600;66;;;;;
6586;600;108;;;;;
6587;600;61;;;;;
6588;500;126;;;;;
6589;800;84;;;;;
6590;500;60;;;;;
6591;600;61;;;;;
6592;500;59;;;;;
6593;800;65;;;;;
6594;600;59;;;;;
6595;600;69;;;;;
6596;500;67;;;;;
6597;600;75;;;;;
6598;700;73;;;;;
6599;500;101;;;;;
6600;400;52;;;;;
6601;700;78;;;;;
6602;700;79;;;;;
6603;500;60;;;;;
6604;900;109;;;;;
6605;400;61;;;;;
6606;600;76;;;;;
6607;700;79;;;;;
6608;800;91;;;;;
6609;700;60;;;;;
6610;1000;70;;;;;
6611;800;118;;;;;
6612;500;65;;;;;
6613;800;89;;;;;
6614;700;70;;;;;
6615;1200;68;;;;;
6616;500;55;;;;;
6617;700;96;;;;;
6618;800;109;;;;;
6619;800;91;;;;;
6620;800;63;;;;;
6621;800;65;;;;;
6622;500;68;;;;;
6623;800;68;;;;;
6624;600;69;;;;;
6625;600;88;;;;;
6626;500;66;;;;;
6627;600;60;;;;;
6628;700;116;;;;;
6629;600;80;;;;;
6630;700;80;;;;;
6631;1000;61;;;;;
6632;700;84;;;;;
6633;700;76;;;;;
6634;600;57;;;;;
6635;700;85;;;;;
6636;700;79;;;;;
6637;600;53;;;;;
6638;700;62;;;;;
6639;600;82;;;;;
6640;600;71;;;;;
6641;600;85;;;;;
6642;700;94;;;;;
6643;600;72;;;;;
6644;700;67;;;;;
6645;400;54;;;;;
6646;800;78;;;;;
6647;800;101;;;;;
6648;500;68;;;;;
6649;500;64;;;;;
6650;900;141;;;;;
6651;600;61;;;;;
6652;700;78;;;;;
6653;500;61;;;;;
6654;600;80;;;;;
6655;700;86;;;;;
6656;700;69;;;;;
6657;600;88;;;;;
6658;500;69;;;;;
6659;400;58;;;;;
6660;700;79;;;;;
6661;700;54;;;;;
6662;500;63;;;;;
6663;300;73;;;;;
6664;600;78;;;;;
6665;500;73;;;;;
6666;400;48;;;;;
6667;500;67;;;;;
6668;500;48;;;;;
6669;600;56;;;;;
6670;700;70;;;;;
6671;700;75;;;;;
6672;600;62;;;;;
6673;700;73;;;;;
6674;700;52;;;;;
6675;500;86;;;;;
6676;900;72;;;;;
6677;800;83;;;;;
6678;500;59;;;;;
6679;400;85;;;;;
6680;600;54;;;;;
6681;700;81;;;;;
6682;1100;84;;;;;
6683;400;64;;;;;
6684;500;59;;;;;
6685;500;77;;;;;
6686;1300;90;;;;;
6687;500;70;;;;;
6688;600;69;;;;;
6689;700;67;;;;;
6690;800;76;;;;;
6691;500;56;;;;;
6692;600;113;;;;;
6693;700;91;;;;;
6694;600;59;;;;;
6695;600;75;;;;;
6696;500;73;;;;;
6697;600;66;;;;;
