Insert Index;Insert Time (ms);Insert Operation Count;Search Index;Contains Time (ms);Contains Operation Count;Delete Time (ms);Delete Operations Count
1171;500;63;;;;;
1172;800;53;;;;;
1173;600;67;;;;;
1174;600;47;;;;;
1175;900;57;;;;;
1176;600;49;;;;;
1177;600;46;;;;;
1178;700;67;;;;;
1179;700;63;;;;;
1180;700;49;;;;;
1181;600;57;;;;;
1182;500;59;;;;;
1183;800;59;;;;;
1184;800;59;;;;;
1185;1100;111;;;;;
1186;600;51;;;;;
1187;700;56;;;;;
1188;800;60;;;;;
1189;500;48;;;;;
1190;600;50;;;;;
1191;1300;54;;;;;
1192;600;59;;;;;
1193;500;50;;;;;
1194;800;53;;;;;
1195;600;66;;;;;
1196;600;59;;;;;
1197;600;66;;;;;
1198;900;68;;;;;
1199;700;49;;;;;
1200;900;68;;;;;
1201;2700;66;;;;;
1202;500;40;;;;;
1203;900;56;;;;;
1204;600;52;;;;;
1205;500;50;;;;;
1206;500;56;;;;;
1207;500;46;;;;;
1208;500;51;;;;;
1209;500;49;;;;;
1210;900;65;;;;;
1211;500;46;;;;;
1212;500;50;;;;;
1213;1000;80;;;;;
1214;600;52;;;;;
1215;700;38;;;;;
1216;400;46;;;;;
1217;600;51;;;;;
1218;1000;69;;;;;
1219;800;71;;;;;
1220;800;72;;;;;
1221;500;40;;;;;
1222;700;63;;;;;
1223;600;53;;;;;
1224;700;49;;;;;
1225;600;58;;;;;
1226;700;58;;;;;
1227;1000;118;;;;;
1228;400;52;;;;;
1229;600;50;;;;;
1230;800;63;;;;;
1231;800;53;;;;;
1232;500;38;;;;;
1233;600;44;;;;;
1234;600;63;;;;;
1235;600;62;;;;;
1236;1000;49;;;;;
1237;400;40;;;;;
1238;1600;70;;;;;
1239;600;50;;;;;
1240;500;45;;;;;
1241;800;65;;;;;
1242;600;59;;;;;
1243;600;47;;;;;
1244;800;60;;;;;
1245;500;53;;;;;
1246;700;47;;;;;
1247;1000;55;;;;;
1248;600;57;;;;;
1249;600;65;;;;;
1250;800;46;;;;;
1251;800;51;;;;;
1252;1000;50;;;;;
1253;900;54;;;;;
1254;600;53;;;;;
1255;600;52;;;;;
1256;500;46;;;;;
1257;2300;144;;;;;
1258;1100;77;;;;;
1259;700;44;;;;;
1260;800;63;;;;;
1261;500;51;;;;;
1262;900;94;;;;;
1263;1000;71;;;;;
1264;700;63;;;;;
1265;600;51;;;;;
1266;500;58;;;;;
1267;700;44;;;;;
1268;1100;74;;;;;
1269;1400;89;;;;;
1270;900;68;;;;;
1271;2000;108;;;;;
1272;1500;86;;;;;
1273;1300;74;;;;;
1274;1400;66;;;;;
1275;1600;103;;;;;
1276;800;50;;;;;
1277;1200;65;;;;;
1278;1900;105;;;;;
1279;1300;83;;;;;
1280;1600;59;;;;;
1281;900;64;;;;;
1282;1000;60;;;;;
1283;600;40;;;;;
1284;800;57;;;;;
1285;1300;76;;;;;
1286;800;52;;;;;
1287;1300;51;;;;;
1288;1400;63;;;;;
1289;1900;85;;;;;
1290;2600;99;;;;;
1291;700;40;;;;;
1292;1100;53;;;;;
1293;1100;59;;;;;
1294;1200;55;;;;;
1295;900;45;;;;;
1296;1300;81;;;;;
1297;1400;73;;;;;
1298;1300;76;;;;;
1299;1400;82;;;;;
1300;2500;44;;;;;
1301;700;46;;;;;
1302;1000;45;;;;;
1303;1300;67;;;;;
1304;1100;61;;;;;
1305;900;50;;;;;
1306;2100;115;;;;;
1307;900;50;;;;;
1308;1100;57;;;;;
1309;1400;61;;;;;
1310;1600;74;;;;;
1311;1100;48;;;;;
1312;900;57;;;;;
1313;1000;57;;;;;
1314;700;44;;;;;
1315;800;46;;;;;
1316;1600;77;;;;;
1317;1200;50;;;;;
1318;1200;55;;;;;
1319;1200;50;;;;;
1320;800;44;;;;;
1321;800;62;;;;;
1322;700;40;;;;;
1323;1500;68;;;;;
1324;1300;53;;;;;
1325;1700;59;;;;;
1326;1200;51;;;;;
1327;1600;57;;;;;
1328;1200;57;;;;;
1329;1200;48;;;;;
1330;2100;104;;;;;
1331;1100;40;;;;;
1332;2000;89;;;;;
1333;1000;46;;;;;
1334;1500;57;;;;;
1335;1100;50;;;;;
1336;1600;70;;;;;
1337;800;44;;;;;
1338;1200;58;;;;;
1339;2300;63;;;;;
1340;2200;55;;;;;
1341;1200;46;;;;;
1342;1500;68;;;;;
1343;1000;51;;;;;
1344;1900;82;;;;;
1345;1300;61;;;;;
1346;1300;53;;;;;
1347;1000;47;;;;;
1348;1100;58;;;;;
1349;1600;76;;;;;
1350;1100;66;;;;;
1351;1000;55;;;;;
1352;1400;86;;;;;
1353;1800;93;;;;;
1354;2300;89;;;;;
1355;1500;66;;;;;
1356;1400;76;;;;;
1357;1000;51;;;;;
1358;800;52;;;;;
1359;1500;56;;;;;
1360;1000;59;;;;;
1361;1600;79;;;;;
1362;900;58;;;;;
1363;1100;51;;;;;
1364;1100;51;;;;;
1365;1300;69;;;;;
1366;900;56;;;;;
1367;1200;51;;;;;
1368;1300;78;;;;;
1369;1300;60;;;;;
1370;1300;81;;;;;
1371;1500;77;;;;;
1372;1100;59;;;;;
1373;1100;61;;;;;
1374;1000;46;;;;;
1375;1600;44;;;;;
1376;1700;93;;;;;
1377;1500;70;;;;;
1378;1000;63;;;;;
1379;800;46;;;;;
1380;1300;54;;;;;
1381;1400;56;;;;;
1382;1200;44;;;;;
1383;1400;49;;;;;
1384;1300;50;;;;;
1385;1700;63;;;;;
1386;2400;55;;;;;
1387;2500;64;;;;;
1388;2200;82;;;;;
1389;1100;46;;;;;
1390;1500;53;;;;;
1391;1300;53;;;;;
1392;2500;78;;;;;
1393;1200;64;;;;;
1394;1200;65;;;;;
1395;1500;59;;;;;
1396;1300;53;;;;;
1397;1700;48;;;;;
1398;1400;51;;;;;
1399;3200;48;;;;;
1400;1500;85;;;;;
1401;1600;69;;;;;
1402;1400;63;;;;;
1403;2000;53;;;;;
1404;2400;50;;;;;
1405;2100;51;;;;;
1406;1900;82;;;;;
1407;1300;51;;;;;
1408;1500;48;;;;;
1409;2000;75;;;;;
1410;2900;81;;;;;
1411;2500;79;;;;;
1412;1800;49;;;;;
1413;1700;74;;;;;
1414;1000;50;;;;;
1415;1000;57;;;;;
1416;1300;57;;;;;
1417;2200;77;;;;;
1418;1100;53;;;;;
1419;1200;53;;;;;
1420;2100;59;;;;;
1421;800;44;;;;;
1422;1300;55;;;;;
1423;1500;74;;;;;
1424;1500;75;;;;;
1425;1900;74;;;;;
1426;1500;79;;;;;
1427;2800;57;;;;;
1428;1300;44;;;;;
1429;1300;54;;;;;
1430;1700;50;;;;;
1431;1000;59;;;;;
1432;1500;53;;;;;
1433;1700;58;;;;;
1434;1100;55;;;;;
1435;900;53;;;;;
1436;1000;67;;;;;
1437;1100;61;;;;;
1438;1500;64;;;;;
1439;1200;56;;;;;
1440;800;40;;;;;
1441;1000;40;;;;;
1442;1900;53;;;;;
1443;1300;57;;;;;
1444;1800;87;;;;;
1445;2200;85;;;;;
1446;1100;62;;;;;
1447;1400;57;;;;;
1448;1200;59;;;;;
1449;1100;46;;;;;
1450;2400;111;;;;;
1451;1400;72;;;;;
1452;1300;50;;;;;
1453;2600;99;;;;;
1454;1100;50;;;;;
1455;1500;69;;;;;
1456;1500;70;;;;;
1457;2200;53;;;;;
1458;1200;70;;;;;
1459;1200;50;;;;;
1460;1000;49;;;;;
1461;900;50;;;;;
1462;1600;75;;;;;
1463;900;40;;;;;
1464;2500;68;;;;;
1465;1000;47;;;;;
1466;3500;75;;;;;
1467;1500;57;;;;;
1468;1400;58;;;;;
1469;1200;58;;;;;
1470;900;50;;;;;
1471;1600;70;;;;;
1472;1600;57;;;;;
1473;1700;81;;;;;
1474;1300;62;;;;;
1475;1400;52;;;;;
1476;1300;58;;;;;
1477;900;50;;;;;
1478;1000;59;;;;;
1479;1900;95;;;;;
1480;1900;105;;;;;
1481;1800;44;;;;;
1482;2300;106;;;;;
1483;1100;50;;;;;
1484;1200;61;;;;;
1485;1200;48;;;;;
1486;4000;98;;;;;
1487;1000;49;;;;;
1488;2500;79;;;;;
1489;800;58;;;;;
1490;1500;63;;;;;
1491;1700;57;;;;;
1492;1000;40;;;;;
1493;900;46;;;;;
1494;700;44;;;;;
1495;1900;59;;;;;
1496;1300;51;;;;;
1497;1100;49;;;;;
1498;800;42;;;;;
1499;1400;53;;;;;
1500;1100;53;;;;;
1501;1200;51;;;;;
1502;2400;111;;;;;
1503;1700;74;;;;;
1504;2100;75;;;;;
1505;1200;56;;;;;
1506;1100;67;;;;;
1507;900;46;;;;;
1508;1200;83;;;;;
1509;1200;53;;;;;
1510;1300;51;;;;;
1511;6000;46;;;;;
1512;1600;81;;;;;
1513;1700;53;;;;;
1514;2000;71;;;;;
1515;2000;63;;;;;
1516;1700;58;;;;;
1517;1600;72;;;;;
1518;1100;56;;;;;
1519;2100;57;;;;;
1520;1700;57;;;;;
1521;1100;46;;;;;
1522;1000;62;;;;;
1523;1700;81;;;;;
1524;1000;62;;;;;
1525;1300;56;;;;;
1526;900;60;;;;;
1527;1000;52;;;;;
1528;1600;59;;;;;
1529;900;52;;;;;
1530;1500;75;;;;;
1531;1900;95;;;;;
1532;1100;65;;;;;
1533;1600;84;;;;;
1534;1800;59;;;;;
1535;700;59;;;;;
1536;1200;78;;;;;
1537;1000;59;;;;;
1538;1600;123;;;;;
1539;1600;89;;;;;
1540;700;48;;;;;
1541;900;59;;;;;
1542;900;52;;;;;
1543;1500;93;;;;;
1544;800;52;;;;;
1545;1000;53;;;;;
1546;1000;57;;;;;
1547;1300;49;;;;;
1548;1200;50;;;;;
1549;1600;66;;;;;
1550;900;46;;;;;
1551;1200;53;;;;;
1552;1700;79;;;;;
1553;800;50;;;;;
1554;1600;52;;;;;
1555;1200;71;;;;;
1556;1000;50;;;;;
1557;2500;57;;;;;
1558;900;50;;;;;
1559;1100;66;;;;;
1560;1400;69;;;;;
1561;900;53;;;;;
1562;900;50;;;;;
1563;1400;76;;;;;
1564;900;53;;;;;
1565;1300;68;;;;;
1566;900;59;;;;;
1567;900;57;;;;;
1568;1400;73;;;;;
1569;1200;53;;;;;
1570;2300;89;;;;;
1571;900;50;;;;;
1572;1200;61;;;;;
1573;1400;81;;;;;
1574;700;56;;;;;
1575;1300;60;;;;;
1576;900;58;;;;;
1577;1000;61;;;;;
1578;800;48;;;;;
1579;1200;65;;;;;
1580;1100;64;;;;;
1581;1100;63;;;;;
1582;1100;55;;;;;
1583;1800;117;;;;;
1584;1100;56;;;;;
1585;1100;61;;;;;
1586;900;52;;;;;
1587;1000;55;;;;;
1588;1000;55;;;;;
1589;1000;56;;;;;
1590;1100;59;;;;;
1591;2300;133;;;;;
1592;1300;92;;;;;
1593;900;50;;;;;
1594;1100;59;;;;;
1595;1100;52;;;;;
1596;1000;49;;;;;
1597;1100;68;;;;;
1598;800;50;;;;;
1599;1600;99;;;;;
1600;900;53;;;;;
1601;1400;63;;;;;
1602;900;74;;;;;
1603;800;54;;;;;
1604;900;82;;;;;
1605;500;59;;;;;
1606;600;53;;;;;
1607;1000;84;;;;;
1608;900;77;;;;;
1609;700;76;;;;;
1610;500;53;;;;;
1611;600;65;;;;;
1612;1000;80;;;;;
1613;2500;102;;;;;
1614;800;80;;;;;
1615;600;51;;;;;
1616;1200;56;;;;;
1617;700;75;;;;;
1618;600;56;;;;;
1619;600;55;;;;;
1620;900;63;;;;;
1621;500;44;;;;;
1622;700;65;;;;;
1623;800;63;;;;;
1624;600;53;;;;;
1625;1300;89;;;;;
1626;2000;74;;;;;
1627;600;46;;;;;
1628;800;52;;;;;
1629;700;67;;;;;
1630;800;51;;;;;
1631;900;56;;;;;
1632;700;63;;;;;
1633;1300;83;;;;;
1634;1000;50;;;;;
1635;1800;91;;;;;
1636;1900;76;;;;;
1637;4300;108;;;;;
1638;4000;121;;;;;
1639;700;44;;;;;
1640;3700;75;;;;;
1641;1100;52;;;;;
1642;1300;81;;;;;
1643;1500;104;;;;;
1644;900;61;;;;;
1645;1100;53;;;;;
1646;800;44;;;;;
1647;1000;46;;;;;
1648;1400;73;;;;;
1649;800;75;;;;;
1650;700;56;;;;;
1651;1200;81;;;;;
1652;1800;104;;;;;
1653;700;57;;;;;
1654;1000;46;;;;;
1655;800;53;;;;;
1656;3000;107;;;;;
1657;900;55;;;;;
1658;700;46;;;;;
1659;1400;93;;;;;
1660;1400;102;;;;;
1661;1300;69;;;;;
1662;1300;83;;;;;
1663;1000;55;;;;;
1664;900;53;;;;;
1665;1300;70;;;;;
1666;1000;55;;;;;
1667;1100;74;;;;;
1668;1000;74;;;;;
1669;1300;70;;;;;
1670;700;58;;;;;
1671;700;57;;;;;
1672;900;52;;;;;
1673;2000;64;;;;;
1674;600;55;;;;;
1675;900;57;;;;;
1676;1600;50;;;;;
1677;800;48;;;;;
1678;1100;77;;;;;
1679;900;59;;;;;
1680;1100;77;;;;;
1681;1400;61;;;;;
1682;1000;55;;;;;
1683;600;50;;;;;
1684;1700;50;;;;;
1685;900;70;;;;;
1686;800;46;;;;;
1687;600;44;;;;;
1688;1100;101;;;;;
1689;900;46;;;;;
1690;800;86;;;;;
1691;800;44;;;;;
1692;1200;57;;;;;
1693;1000;68;;;;;
1694;1100;69;;;;;
1695;1000;59;;;;;
1696;1200;62;;;;;
1697;900;56;;;;;
1698;1400;105;;;;;
1699;700;67;;;;;
1700;900;56;;;;;
1701;900;61;;;;;
1702;900;73;;;;;
1703;700;58;;;;;
1704;1000;86;;;;;
1705;900;59;;;;;
1706;800;60;;;;;
1707;1100;56;;;;;
1708;900;56;;;;;
1709;1100;106;;;;;
1710;800;57;;;;;
1711;1100;46;;;;;
1712;900;56;;;;;
1713;1000;60;;;;;
1714;900;46;;;;;
1715;1000;76;;;;;
1716;800;74;;;;;
1717;1000;57;;;;;
1718;1100;66;;;;;
1719;1200;58;;;;;
1720;1100;51;;;;;
1721;900;80;;;;;
1722;1400;97;;;;;
1723;800;42;;;;;
1724;1100;72;;;;;
1725;800;61;;;;;
1726;800;40;;;;;
1727;1300;56;;;;;
1728;800;74;;;;;
1729;1500;62;;;;;
1730;1800;93;;;;;
1731;700;54;;;;;
1732;600;44;;;;;
1733;900;58;;;;;
1734;600;59;;;;;
1735;800;65;;;;;
1736;700;67;;;;;
1737;800;87;;;;;
1738;600;53;;;;;
1739;600;59;;;;;
1740;800;53;;;;;
1741;900;100;;;;;
1742;800;58;;;;;
1743;700;74;;;;;
1744;700;70;;;;;
1745;700;50;;;;;
1746;500;71;;;;;
1747;700;50;;;;;
1748;500;44;;;;;
1749;500;40;;;;;
1750;400;50;;;;;
1751;500;52;;;;;
1752;700;63;;;;;
1753;800;69;;;;;
1754;900;87;;;;;
1755;600;68;;;;;
1756;700;68;;;;;
1757;800;104;;;;;
1758;400;50;;;;;
1759;700;57;;;;;
1760;700;73;;;;;
1761;500;52;;;;;
1762;800;72;;;;;
1763;900;79;;;;;
1764;900;65;;;;;
1765;1200;83;;;;;
1766;1200;61;;;;;
1767;1500;52;;;;;
1768;700;61;;;;;
1769;500;67;;;;;
1770;400;64;;;;;
1771;500;60;;;;;
1772;1100;79;;;;;
1773;600;47;;;;;
1774;900;93;;;;;
1775;600;68;;;;;
1776;500;71;;;;;
1777;600;66;;;;;
1778;600;61;;;;;
1779;700;58;;;;;
1780;700;58;;;;;
1781;500;66;;;;;
1782;600;44;;;;;
1783;900;67;;;;;
1784;700;56;;;;;
1785;600;59;;;;;
1786;400;46;;;;;
1787;400;58;;;;;
1788;700;52;;;;;
1789;900;60;;;;;
1790;900;59;;;;;
1791;700;81;;;;;
1792;900;51;;;;;
1793;1300;64;;;;;
1794;700;40;;;;;
1795;1100;67;;;;;
1796;1600;127;;;;;
1797;600;49;;;;;
1798;800;67;;;;;
1799;1200;90;;;;;
1800;1200;122;;;;;
1801;700;52;;;;;
1802;1000;56;;;;;
1803;1100;63;;;;;
1804;1200;110;;;;;
1805;1300;87;;;;;
1806;1300;75;;;;;
1807;1100;52;;;;;
1808;900;72;;;;;
1809;900;61;;;;;
1810;1100;50;;;;;
1811;1300;58;;;;;
1812;1000;65;;;;;
1813;1500;146;;;;;
1814;1100;79;;;;;
1815;800;56;;;;;
1816;900;56;;;;;
1817;1100;77;;;;;
1818;700;55;;;;;
1819;1100;58;;;;;
1820;800;53;;;;;
1821;900;56;;;;;
1822;1300;61;;;;;
1823;1100;73;;;;;
1824;1100;92;;;;;
1825;900;63;;;;;
1826;900;52;;;;;
1827;700;70;;;;;
1828;900;62;;;;;
1829;600;59;;;;;
1830;800;75;;;;;
1831;800;60;;;;;
1832;700;91;;;;;
1833;900;70;;;;;
1834;400;47;;;;;
1835;800;89;;;;;
1836;700;63;;;;;
1837;700;50;;;;;
1838;700;58;;;;;
1839;600;46;;;;;
1840;800;65;;;;;
1841;500;40;;;;;
1842;900;99;;;;;
1843;600;40;;;;;
1844;700;81;;;;;
1845;600;63;;;;;
1846;700;50;;;;;
1847;700;53;;;;;
1848;600;87;;;;;
1849;1000;101;;;;;
1850;800;59;;;;;
1851;700;61;;;;;
1852;600;58;;;;;
1853;600;53;;;;;
1854;600;59;;;;;
1855;700;57;;;;;
1856;700;67;;;;;
1857;900;117;;;;;
1858;600;65;;;;;
1859;500;44;;;;;
1860;500;52;;;;;
1861;600;44;;;;;
1862;600;76;;;;;
1863;500;53;;;;;
1864;800;78;;;;;
1865;500;55;;;;;
1866;800;58;;;;;
1867;500;55;;;;;
1868;700;46;;;;;
1869;500;63;;;;;
1870;500;52;;;;;
1871;700;48;;;;;
1872;700;47;;;;;
1873;3000;63;;;;;
1874;700;40;;;;;
1875;500;56;;;;;
1876;500;50;;;;;
1877;1000;98;;;;;
1878;600;59;;;;;
1879;900;70;;;;;
1880;1800;85;;;;;
1881;1000;58;;;;;
1882;600;63;;;;;
1883;1200;79;;;;;
1884;700;59;;;;;
1885;900;52;;;;;
1886;1000;67;;;;;
1887;900;59;;;;;
1888;700;57;;;;;
1889;1200;72;;;;;
1890;700;80;;;;;
1891;700;70;;;;;
1892;900;70;;;;;
1893;600;44;;;;;
1894;1000;57;;;;;
1895;800;76;;;;;
1896;800;71;;;;;
1897;1100;124;;;;;
1898;700;69;;;;;
1899;900;68;;;;;
1900;800;53;;;;;
1901;700;58;;;;;
1902;700;53;;;;;
1903;1300;106;;;;;
1904;1000;82;;;;;
1905;700;63;;;;;
1906;900;57;;;;;
1907;800;54;;;;;
1908;1100;64;;;;;
1909;1000;59;;;;;
1910;800;50;;;;;
1911;1300;69;;;;;
1912;900;58;;;;;
1913;800;69;;;;;
1914;1200;87;;;;;
1915;800;53;;;;;
1916;1000;70;;;;;
1917;800;65;;;;;
1918;800;86;;;;;
1919;800;58;;;;;
1920;800;86;;;;;
1921;900;67;;;;;
1922;700;72;;;;;
1923;1500;74;;;;;
1924;900;63;;;;;
1925;700;61;;;;;
1926;1200;69;;;;;
1927;2200;67;;;;;
1928;700;48;;;;;
1929;1700;108;;;;;
1930;1000;69;;;;;
1931;500;55;;;;;
1932;700;68;;;;;
1933;1400;106;;;;;
1934;600;56;;;;;
1935;1200;57;;;;;
1936;900;69;;;;;
1937;1000;52;;;;;
1938;900;63;;;;;
1939;900;111;;;;;
1940;800;82;;;;;
1941;1200;78;;;;;
1942;900;65;;;;;
1943;1200;158;;;;;
1944;600;50;;;;;
1945;600;62;;;;;
1946;600;85;;;;;
1947;1100;92;;;;;
1948;600;47;;;;;
1949;700;58;;;;;
1950;1200;111;;;;;
1951;1000;76;;;;;
1952;1000;125;;;;;
1953;900;46;;;;;
1954;500;44;;;;;
1955;700;67;;;;;
1956;800;69;;;;;
1957;900;107;;;;;
1958;600;40;;;;;
1959;800;42;;;;;
1960;900;52;;;;;
1961;800;81;;;;;
1962;800;57;;;;;
1963;700;63;;;;;
1964;700;48;;;;;
1965;600;40;;;;;
1966;500;50;;;;;
1967;1000;98;;;;;
1968;800;54;;;;;
1969;600;56;;;;;
1970;600;68;;;;;
1971;800;63;;;;;
1972;600;57;;;;;
1973;1100;60;;;;;
1974;800;64;;;;;
1975;1000;71;;;;;
1976;800;88;;;;;
1977;800;54;;;;;
1978;1100;64;;;;;
1979;800;64;;;;;
1980;1000;86;;;;;
1981;600;57;;;;;
1982;900;92;;;;;
1983;1200;62;;;;;
1984;2100;61;;;;;
1985;1100;55;;;;;
1986;1100;67;;;;;
1987;900;89;;;;;
1988;1200;96;;;;;
1989;900;69;;;;;
1990;800;71;;;;;
1991;900;76;;;;;
1992;1000;98;;;;;
1993;1100;69;;;;;
1994;700;47;;;;;
1995;1000;59;;;;;
1996;1400;138;;;;;
1997;900;50;;;;;
1998;700;42;;;;;
1999;900;61;;;;;
2000;800;52;;;;;
2001;800;47;;;;;
2002;1000;68;;;;;
2003;1200;107;;;;;
2004;800;70;;;;;
2005;800;52;;;;;
2006;1000;62;;;;;
2007;1300;90;;;;;
2008;900;62;;;;;
2009;1100;67;;;;;
2010;800;71;;;;;
2011;900;54;;;;;
2012;900;67;;;;;
2013;900;61;;;;;
2014;1900;63;;;;;
2015;700;77;;;;;
2016;900;52;;;;;
2017;900;65;;;;;
2018;800;58;;;;;
2019;2800;81;;;;;
2020;600;58;;;;;
2021;900;55;;;;;
2022;900;75;;;;;
2023;800;57;;;;;
2024;1500;65;;;;;
2025;1200;92;;;;;
2026;1000;79;;;;;
2027;1000;62;;;;;
2028;1000;62;;;;;
2029;700;50;;;;;
2030;900;66;;;;;
2031;800;52;;;;;
2032;800;48;;;;;
2033;900;63;;;;;
2034;900;56;;;;;
2035;1000;66;;;;;
2036;900;76;;;;;
2037;900;50;;;;;
2038;600;56;;;;;
2039;1200;58;;;;;
2040;800;60;;;;;
2041;1000;107;;;;;
2042;1500;101;;;;;
2043;1200;111;;;;;
2044;1000;78;;;;;
2045;1100;65;;;;;
2046;900;44;;;;;
2047;1200;80;;;;;
2048;900;57;;;;;
2049;800;74;;;;;
2050;1000;71;;;;;
2051;800;53;;;;;
2052;700;63;;;;;
2053;1000;65;;;;;
2054;1100;65;;;;;
2055;1100;76;;;;;
2056;1200;107;;;;;
2057;700;93;;;;;
2058;900;49;;;;;
2059;900;50;;;;;
2060;900;111;;;;;
2061;800;46;;;;;
2062;800;65;;;;;
2063;1300;59;;;;;
2064;1000;52;;;;;
2065;800;47;;;;;
2066;900;74;;;;;
2067;800;63;;;;;
2068;1000;55;;;;;
2069;1500;99;;;;;
2070;1300;57;;;;;
2071;1200;55;;;;;
2072;900;68;;;;;
2073;1000;73;;;;;
2074;900;59;;;;;
2075;900;62;;;;;
2076;900;62;;;;;
2077;1000;62;;;;;
2078;900;52;;;;;
2079;1000;67;;;;;
2080;900;67;;;;;
2081;1000;58;;;;;
2082;1300;65;;;;;
2083;800;50;;;;;
2084;1100;107;;;;;
2085;1200;77;;;;;
2086;1100;63;;;;;
2087;800;53;;;;;
2088;1000;52;;;;;
2089;800;58;;;;;
2090;1200;75;;;;;
2091;900;122;;;;;
2092;1200;99;;;;;
2093;900;68;;;;;
2094;800;59;;;;;
2095;2200;51;;;;;
2096;1000;52;;;;;
2097;1200;118;;;;;
2098;600;56;;;;;
2099;900;60;;;;;
2100;1300;74;;;;;
2101;600;56;;;;;
2102;900;55;;;;;
2103;700;77;;;;;
2104;1300;109;;;;;
2105;800;52;;;;;
2106;1000;64;;;;;
2107;1100;77;;;;;
2108;1300;55;;;;;
2109;800;65;;;;;
2110;1400;81;;;;;
2111;1100;58;;;;;
2112;900;69;;;;;
2113;1300;112;;;;;
2114;1000;55;;;;;
2115;900;100;;;;;
2116;1400;68;;;;;
2117;600;42;;;;;
2118;2500;63;;;;;
2119;1000;65;;;;;
2120;1000;100;;;;;
2121;800;74;;;;;
2122;900;75;;;;;
2123;800;81;;;;;
2124;900;96;;;;;
2125;1300;57;;;;;
2126;600;53;;;;;
2127;1200;86;;;;;
2128;900;61;;;;;
2129;1100;65;;;;;
2130;1000;61;;;;;
2131;700;55;;;;;
2132;1000;71;;;;;
2133;800;50;;;;;
2134;600;68;;;;;
2135;6500;56;;;;;
2136;900;75;;;;;
2137;1000;81;;;;;
2138;900;62;;;;;
2139;900;54;;;;;
2140;1200;70;;;;;
2141;900;52;;;;;
2142;900;93;;;;;
2143;1200;60;;;;;
2144;900;48;;;;;
2145;1100;46;;;;;
2146;800;59;;;;;
2147;900;57;;;;;
2148;800;83;;;;;
2149;1100;77;;;;;
2150;800;42;;;;;
2151;1000;75;;;;;
2152;900;74;;;;;
2153;900;56;;;;;
2154;900;59;;;;;
2155;700;52;;;;;
2156;1500;52;;;;;
2157;700;40;;;;;
2158;600;61;;;;;
2159;1100;64;;;;;
2160;1100;62;;;;;
2161;1100;73;;;;;
2162;900;99;;;;;
2163;900;63;;;;;
2164;1400;69;;;;;
2165;700;48;;;;;
2166;800;51;;;;;
2167;900;56;;;;;
2168;800;42;;;;;
2169;600;73;;;;;
2170;700;71;;;;;
2171;700;55;;;;;
2172;1100;71;;;;;
2173;800;50;;;;;
2174;1000;72;;;;;
2175;1100;67;;;;;
2176;2100;79;;;;;
2177;1100;75;;;;;
2178;1000;75;;;;;
2179;900;80;;;;;
2180;600;63;;;;;
2181;800;88;;;;;
2182;1200;60;;;;;
2183;800;63;;;;;
2184;1000;69;;;;;
2185;600;56;;;;;
2186;900;64;;;;;
2187;1000;84;;;;;
2188;800;74;;;;;
2189;600;52;;;;;
2190;700;57;;;;;
2191;1300;84;;;;;
2192;800;55;;;;;
2193;900;95;;;;;
2194;900;77;;;;;
2195;1100;61;;;;;
2196;1000;64;;;;;
2197;1000;71;;;;;
2198;800;64;;;;;
2199;800;52;;;;;
2200;700;48;;;;;
2201;900;61;;;;;
2202;700;56;;;;;
2203;900;63;;;;;
2204;1000;53;;;;;
2205;1300;74;;;;;
2206;900;52;;;;;
2207;600;49;;;;;
2208;1100;61;;;;;
2209;1100;47;;;;;
2210;1000;58;;;;;
2211;700;69;;;;;
2212;1500;149;;;;;
2213;900;56;;;;;
2214;800;56;;;;;
2215;900;89;;;;;
2216;1000;67;;;;;
2217;2400;50;;;;;
2218;800;63;;;;;
2219;1000;56;;;;;
2220;1000;76;;;;;
2221;1500;79;;;;;
2222;900;76;;;;;
2223;1300;82;;;;;
2224;800;66;;;;;
2225;1200;66;;;;;
2226;2100;102;;;;;
2227;900;106;;;;;
2228;1000;52;;;;;
2229;1100;67;;;;;
2230;900;61;;;;;
2231;900;74;;;;;
2232;900;69;;;;;
2233;1000;63;;;;;
2234;1200;107;;;;;
2235;800;69;;;;;
2236;1600;75;;;;;
2237;900;89;;;;;
2238;800;51;;;;;
2239;700;58;;;;;
2240;700;71;;;;;
2241;800;87;;;;;
2242;1100;59;;;;;
2243;600;57;;;;;
2244;1000;72;;;;;
2245;900;77;;;;;
2246;900;63;;;;;
2247;700;58;;;;;
2248;1100;74;;;;;
2249;800;46;;;;;
2250;700;51;;;;;
2251;800;63;;;;;
2252;1100;71;;;;;
2253;900;62;;;;;
2254;1900;144;;;;;
2255;700;54;;;;;
2256;700;61;;;;;
2257;1000;44;;;;;
2258;1300;59;;;;;
2259;900;50;;;;;
2260;600;63;;;;;
2261;1000;87;;;;;
2262;900;93;;;;;
2263;1800;100;;;;;
2264;800;50;;;;;
2265;1000;56;;;;;
2266;4500;87;;;;;
2267;900;51;;;;;
2268;1000;54;;;;;
2269;1000;71;;;;;
2270;1200;55;;;;;
2271;1000;56;;;;;
2272;800;65;;;;;
2273;900;72;;;;;
2274;1300;111;;;;;
2275;800;51;;;;;
2276;1100;68;;;;;
2277;1000;44;;;;;
2278;1400;76;;;;;
2279;1100;60;;;;;
2280;1200;59;;;;;
2281;1000;63;;;;;
2282;1100;77;;;;;
2283;1200;111;;;;;
2284;1100;58;;;;;
2285;900;53;;;;;
